# Generated by: ./scripts/lint.sh analyze --update-baseline
# Scope: selected medium/high confidence correctness findings from exact Ant-built product jars
# Stable format: product|bug-type|priority|class|member|occurrence
client|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|orsc.RendererRemasterLightSettings|adjustAzimuth(F)F|occurrence=1
client|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|orsc.RendererRemasterLightSettings|adjustElevation(F)F|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ORSCApplet|applyConfiguredRenderSurfaceSize()V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ORSCApplet|applyConfiguredRenderSurfaceSize()V|occurrence=2
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ORSCApplet|bindDirectFramebuffer(II)V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ORSCApplet|bindDirectFramebuffer(II)V|occurrence=2
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ORSCApplet|drawLoadingScreen(Ljava/awt/Graphics;Ljava/lang/String;II)V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ORSCApplet|drawLoadingScreen(Ljava/lang/String;II)V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ORSCApplet|resized()V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ORSCApplet|resized()V|occurrence=2
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ORSCApplet|showLoadingProgress(ILjava/lang/String;)V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ScaledWindow$ScaledViewport|recreateGpuPresentationImage(II)V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ScaledWindow$ScaledViewport|recreateGpuPresentationImage(II)V|occurrence=2
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ScaledWindow|componentResized(Ljava/awt/event/ComponentEvent;)V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ScaledWindow|componentResized(Ljava/awt/event/ComponentEvent;)V|occurrence=2
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ScaledWindow|setGameImage(Ljava/awt/image/BufferedImage;Lorsc/graphics/Renderer2DFrame;Ljava/awt/image/BufferedImage;Lorsc/graphics/three/Renderer3DFrame;[Ljava/lang/String;)V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ScaledWindow|setGameImage(Ljava/awt/image/BufferedImage;Lorsc/graphics/Renderer2DFrame;Ljava/awt/image/BufferedImage;Lorsc/graphics/three/Renderer3DFrame;[Ljava/lang/String;)V|occurrence=2
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ScaledWindow|setSize(II)V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ScaledWindow|setSize(II)V|occurrence=2
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.ScaledWindow|setWindowRealignmentIntent(Z)V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.graphics.three.World|setWorldMapPoint(II)V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.graphics.three.World|setWorldMapPoint(II)V|occurrence=2
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.net.Network_Socket|close()V|occurrence=1
client|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|orsc.net.Network_Socket|close()V|occurrence=2
client|BIT_AND|1|orsc.MiscFunctions|<clinit>()V|occurrence=1
client|DE_MIGHT_IGNORE|2|orsc.ORSCApplet|showLoadingProgress(ILjava/lang/String;)V|occurrence=1
client|DE_MIGHT_IGNORE|2|orsc.ScaledWindow|runInit()V|occurrence=1
client|GC_UNRELATED_TYPES|1|com.openrsc.interfaces.misc.CustomBankInterface|sendDeposit(IZ)V|occurrence=1
client|HE_EQUALS_USE_HASHCODE|1|com.openrsc.client.entityhandling.instances.GroundItem|equals(Ljava/lang/Object;)Z|occurrence=1
client|HE_EQUALS_USE_HASHCODE|1|orsc.graphics.two.SpriteArchive.Entry|equals(Ljava/lang/Object;)Z|occurrence=1
client|HE_EQUALS_USE_HASHCODE|1|orsc.graphics.two.SpriteArchive.Frame|equals(Ljava/lang/Object;)Z|occurrence=1
client|INT_BAD_COMPARISON_WITH_NONNEGATIVE_VALUE|2|orsc.graphics.two.GraphicsController|drawWrappedCenteredString(Ljava/lang/String;IIIIIZZ)V|occurrence=1
client|INT_BAD_COMPARISON_WITH_NONNEGATIVE_VALUE|2|orsc.graphics.two.GraphicsController|stringWidth(ILjava/lang/String;)I|occurrence=1
client|IS2_INCONSISTENT_SYNC|2|orsc.net.Network_Socket|writeBufRead|occurrence=1
client|IS2_INCONSISTENT_SYNC|2|orsc.net.Network_Socket|writeBufWrite|occurrence=1
client|LI_LAZY_INIT_STATIC|2|orsc.util.Utils|getServerTime()Ljava/lang/String;|occurrence=1
client|LI_LAZY_INIT_STATIC|2|orsc.util.bzip.BZLib|decompress(Lorsc/util/bzip/BZState;)V|occurrence=1
client|NN_NAKED_NOTIFY|2|orsc.net.Network_Socket|close()V|occurrence=1
client|NP_ALWAYS_NULL|1|orsc.util.Utils|getFont(Ljava/lang/String;IF)Ljava/awt/Font;|occurrence=1
client|NP_ALWAYS_NULL|2|orsc.graphics.two.GraphicsController|a(Lcom/openrsc/client/model/Sprite;IIII)V|occurrence=1
client|OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE|2|orsc.util.GenUtil|createChecksum(Ljava/lang/String;)[B|occurrence=1
client|OS_OPEN_STREAM|2|orsc.graphics.two.SpriteArchive.Unpacker|unpackArchive(Ljava/io/File;)Lorsc/graphics/two/SpriteArchive/Workspace;|occurrence=1
client|OS_OPEN_STREAM|2|orsc.graphics.two.SpriteArchive.Unpacker|unpackEntry(Ljava/io/File;)Lorsc/graphics/two/SpriteArchive/Entry;|occurrence=1
client|OS_OPEN_STREAM|2|orsc.multiclient.ClientPort|loadCredentials()Ljava/lang/String;|occurrence=1
client|OS_OPEN_STREAM|2|orsc.multiclient.ClientPort|loadHideIp()I|occurrence=1
client|OS_OPEN_STREAM|2|orsc.multiclient.ClientPort|loadIP()Ljava/lang/String;|occurrence=1
client|OS_OPEN_STREAM|2|orsc.multiclient.ClientPort|loadPort()I|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.ORSCApplet|drawLoadingScreen(Ljava/lang/String;II)V|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.ScaledWindow|runInit()V|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.graphics.two.GraphicsController|plot_tran_scale_with_mask(I[IIIIII[IIIIIIIIIII)V|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.graphics.two.GraphicsController|plot_trans_scale_lookup_with_mask([BIII[IIIIII[IIIIIII)V|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.graphics.two.GraphicsController|plot_trans_scale_with_2_masks([I[IIIIIIIIIIIIIIIIII)V|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.graphics.two.GraphicsController|spriteClip3(IILcom/openrsc/client/model/Sprite;IIBI)V|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.multiclient.ClientPort|loadCredentials()Ljava/lang/String;|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.multiclient.ClientPort|loadHideIp()I|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.multiclient.ClientPort|loadIP()Ljava/lang/String;|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.multiclient.ClientPort|loadPort()I|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.multiclient.ClientPort|saveCredentials(Ljava/lang/String;)Z|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.multiclient.ClientPort|saveHideIp(I)Z|occurrence=1
client|REC_CATCH_EXCEPTION|2|orsc.net.RSSocketFactory|open(Ljava/net/Proxy;)Ljava/net/Socket;|occurrence=1
client|SING_SINGLETON_IMPLEMENTS_SERIALIZABLE|2|orsc.ScaledWindow||occurrence=1
client|SSD_DO_NOT_USE_INSTANCE_LOCK_ON_SHARED_STATIC_DATA|2|orsc.ORSCApplet$KeyHandler|keyPressed(Ljava/awt/event/KeyEvent;)V|occurrence=1
client|STCAL_INVOKE_ON_STATIC_DATE_FORMAT_INSTANCE|1|orsc.util.Utils|getServerTime()Ljava/lang/String;|occurrence=1
client|UWF_UNWRITTEN_FIELD|2|orsc.MiscFunctions|gamodemode_where_s_g|occurrence=1
client|UWF_UNWRITTEN_FIELD|2|orsc.MiscFunctions|s_n|occurrence=1
client|UWF_UNWRITTEN_FIELD|2|orsc.ORSCApplet|loadingLogo|occurrence=1
client|UWF_UNWRITTEN_FIELD|2|orsc.graphics.two.SpriteArchive.Subspace|home|occurrence=1
client|VO_VOLATILE_INCREMENT|1|orsc.graphics.three.World|applyWorldEditorTerrainPatch(IIIIIIIIIIZ)V|occurrence=1
client|VO_VOLATILE_INCREMENT|2|orsc.OpenGLFramePresenter|beginFrameCaptureIfRequested(Lorsc/Frame;Z)Lorsc/OpenGLFrameCapture;|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.content.market.Market|checkAndRemoveExpiredItems()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.event.rsc.GameTickEvent|doRun()J|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.event.rsc.GameTickEvent|resetCountdown()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.event.rsc.GameTickEvent|setDelayTicks(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.event.rsc.impl.StatRestorationEvent|tryResyncHit()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.event.rsc.impl.StatRestorationEvent|tryResyncStat()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|resetRanAwayTimer()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|setCombatTimer()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|setCombatTimer(I)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|setLastMoved()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|setRanAwayTimer()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.npc.NpcBehavior|scheduleNextRoamMovement(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setCastTimer()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setCastTimer(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setCurrentLogin(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setLastCommand(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setLastExchangeTime()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setLastLogin(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setLastRecoveryChangeRequest(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setLastReport()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setLastReport(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setLastSaveTime(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setLastTimedEvent(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setLoggedIn(Z)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setOpenPkPoints(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setPoisonProtection(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setSkullTimer(J)V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|setSpellFail()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|updateClientActivity()V|occurrence=1
server|AT_NONATOMIC_64BIT_PRIMITIVE|2|com.openrsc.server.model.entity.player.Player|updateTotalPlayed()V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.Server|addOutgoingPacketBytes(IJ)V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.content.minigame.fishingtrawler.FishingTrawler|bailWater()V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.content.minigame.fishingtrawler.FishingTrawler|catchFish()V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.content.minigame.fishingtrawler.FishingTrawler|start()V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.event.rsc.GameTickEvent|tick()V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.model.entity.Mob|incHitsMade()V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.model.entity.player.Player|addKill(Z)V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.model.entity.player.Player|addOpenPkPoints(J)V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.model.entity.player.Player|incAppearanceID()V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.model.entity.player.Player|incDeaths()V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.model.entity.player.Player|incExp(IIZZ)V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.model.entity.player.Player|incKills()V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.model.entity.player.Player|incNpcKills()V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.model.entity.player.Player|incrementSleepTries()V|occurrence=1
server|AT_NONATOMIC_OPERATIONS_ON_SHARED_VARIABLE|2|com.openrsc.server.model.entity.player.Player|subtractOpenPkPoints(J)V|occurrence=1
server|AT_OPERATION_SEQUENCE_ON_CONCURRENT_ABSTRACTION|2|com.openrsc.server.model.world.region.RegionManager|getRegionFromSectorCoordinates(II)Lcom/openrsc/server/model/world/region/Region;|occurrence=1
server|AT_OPERATION_SEQUENCE_ON_CONCURRENT_ABSTRACTION|2|com.openrsc.server.model.world.region.RegionManager|getRegionFromSectorCoordinates(II)Lcom/openrsc/server/model/world/region/Region;|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.LoginExecutor|start()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.LoginExecutor|stop()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.Server|access$002(Lcom/openrsc/server/Server;Z)Z|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.Server|access$102(Lcom/openrsc/server/Server;Z)Z|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.Server|checkShutdown()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.Server|checkShutdown()V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.content.minigame.fishingtrawler.FishingTrawler|bailWater()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.content.minigame.fishingtrawler.FishingTrawler|run()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.content.minigame.fishingtrawler.FishingTrawler|setFishCaught(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.content.minigame.fishingtrawler.FishingTrawler|setNetBroken(Z)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.content.minigame.fishingtrawler.FishingTrawler|setTimeTillReturn(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.content.minigame.fishingtrawler.FishingTrawler|setWaterLevel(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.content.minigame.fishingtrawler.FishingTrawler|start()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.event.rsc.GameTickEvent|stop()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Entity|setID(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Entity|setIndex(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Entity|setRemoved(Z)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyBearIntimidateDebuff(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyBearIntimidateDebuff(I)V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyDragonEarthAttackSpeedDebuff(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyDragonEarthAttackSpeedDebuff(I)V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyDragonFireDefenseDebuff(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyDragonFireDefenseDebuff(I)V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyDragonWaterMaxHitDebuff(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyDragonWaterMaxHitDebuff(I)V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyEarthAttackSpeedDebuff(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyEarthAttackSpeedDebuff(I)V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyFireDefenseDebuff(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyFireDefenseDebuff(I)V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyFrostbiteDebuff(Lcom/openrsc/server/model/entity/Mob;)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyInfernalFireDefenseDebuff(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyInfernalFireDefenseDebuff(I)V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyOgreStaggerDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applySmokeAccuracyDebuff(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applySmokeAccuracyDebuff(I)V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyStartleDebuff(Lcom/openrsc/server/model/entity/Mob;)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyWaterMaxHitDebuff(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyWaterMaxHitDebuff(I)V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyWaterSlow(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyWindDebuff(I)V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|applyWindDebuff(I)V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearBearIntimidateDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearBearIntimidateDebuff()V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearDragonEarthAttackSpeedDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearDragonEarthAttackSpeedDebuff()V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearDragonFireDefenseDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearDragonFireDefenseDebuff()V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearDragonWaterMaxHitDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearDragonWaterMaxHitDebuff()V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearEarthAttackSpeedDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearEarthAttackSpeedDebuff()V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearFireDefenseDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearFireDefenseDebuff()V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearFrostbiteDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearInfernalFireDefenseDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearInfernalFireDefenseDebuff()V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearOgreStaggerDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearSmokeAccuracyDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearSmokeAccuracyDebuff()V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearStartleDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearWaterMaxHitDebuff()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearWaterMaxHitDebuff()V|occurrence=2
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearWaterSlow()V|occurrence=1
server|AT_STALE_THREAD_WRITE_OF_PRIMITIVE|2|com.openrsc.server.model.entity.Mob|clearWindDebuff()V|occurrence=1
