# Generated by: ./scripts/lint.sh analyze --update-baseline
# Scope: selected medium/high confidence correctness findings from exact Ant-built product jars
# Stable format: product|bug-type|priority|class|member|occurrence
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|1|com.openrsc.server.database.impl.mysql.queries.logging.StaffLog|<init>(Lcom/openrsc/server/model/entity/player/Player;I)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|1|com.openrsc.server.database.impl.mysql.queries.logging.StaffLog|<init>(Lcom/openrsc/server/model/entity/player/Player;ILcom/openrsc/server/model/entity/player/Player;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|1|com.openrsc.server.database.impl.mysql.queries.logging.StaffLog|<init>(Lcom/openrsc/server/model/entity/player/Player;ILcom/openrsc/server/model/entity/player/Player;Ljava/lang/String;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|1|com.openrsc.server.database.impl.mysql.queries.logging.StaffLog|<init>(Lcom/openrsc/server/model/entity/player/Player;ILjava/lang/String;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|1|com.openrsc.server.plugins.authentic.commands.Admins|npcFightPlayerOther(Lcom/openrsc/server/model/entity/player/Player;Ljava/lang/String;[Ljava/lang/String;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|1|com.openrsc.server.plugins.authentic.commands.Admins|npcShootNpc(Lcom/openrsc/server/model/entity/player/Player;Ljava/lang/String;[Ljava/lang/String;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.model.entity.player.Duel|dropOnDeath()V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.net.rsc.handlers.ItemActionHandler|process(Lcom/openrsc/server/net/rsc/struct/incoming/ItemCommandStruct;Lcom/openrsc/server/model/entity/player/Player;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.BioHazard|onKillNpc(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.TempleOfIkov|guardianDialogue(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;I)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.digsite.DigsiteDigAreas|doSpade(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/container/Item;Lcom/openrsc/server/model/entity/GameObject;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.legendsquest.npcs.LegendsQuestEchnedZekin|echnedDialogue(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;I)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.legendsquest.npcs.LegendsQuestEchnedZekin|neziAttack(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;Z)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.legendsquest.npcs.LegendsQuestGujuo|GujuoDialogue(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;I)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.legendsquest.npcs.LegendsQuestNezikchened|onAttackNpc(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.legendsquest.npcs.LegendsQuestNezikchened|onKillNpc(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.legendsquest.npcs.LegendsQuestViyeldi|attackViyeldi(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.legendsquest.npcs.LegendsQuestViyeldi|onTalkNpc(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.touristtrap.TouristTrap|mercenaryDialogue(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;I)V|occurrence=1
server|RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE|2|com.openrsc.server.plugins.authentic.quests.members.touristtrap.Tourist_Trap_Mechanism|onUseNpc(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;Lcom/openrsc/server/model/container/Item;)V|occurrence=1
server|RC_REF_COMPARISON|1|com.openrsc.server.plugins.authentic.commands.Admins|changeMaxStat(Lcom/openrsc/server/model/entity/player/Player;Ljava/lang/String;[Ljava/lang/String;)V|occurrence=1
server|RC_REF_COMPARISON|1|com.openrsc.server.plugins.authentic.commands.Admins|changeStatXP(Lcom/openrsc/server/model/entity/player/Player;Ljava/lang/String;[Ljava/lang/String;)V|occurrence=1
server|RC_REF_COMPARISON|1|com.openrsc.server.plugins.authentic.skills.fletching.Fletching|blockUseInv(Lcom/openrsc/server/model/entity/player/Player;Ljava/lang/Integer;Lcom/openrsc/server/model/container/Item;Lcom/openrsc/server/model/container/Item;)Z|occurrence=1
server|RC_REF_COMPARISON|1|com.openrsc.server.plugins.authentic.skills.fletching.Fletching|onUseInv(Lcom/openrsc/server/model/entity/player/Player;Ljava/lang/Integer;Lcom/openrsc/server/model/container/Item;Lcom/openrsc/server/model/container/Item;)V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.Server|auditPlayerOwnedItemIds()V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.content.minigame.combatodyssey.CombatOdysseyData|load()V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.database.impl.mysql.MySqlGameLogger|runQuery(Lcom/openrsc/server/database/impl/mysql/queries/Query;)V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.external.EntityHandler|applyOptionalItemOverrides(Ljava/lang/String;)V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.external.EntityHandler|applyOptionalNpcOverrides(Ljava/lang/String;)V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.external.EntityHandler|loadItems(Ljava/lang/String;)V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.external.EntityHandler|loadNpcs(Ljava/lang/String;)V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.external.EntityHandler|loadPatchItems(Ljava/lang/String;)V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.external.EntityHandler|loadPatchNpcs(Ljava/lang/String;)V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.io.JContentFile|dump(Ljava/lang/String;)V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.io.JContent|dump(Ljava/lang/String;)V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.net.rsc.Crypto|pemParser(Ljava/lang/String;)[B|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.net.rsc.generators.impl.Payload115Generator|make115ChatMessage(Ljava/lang/String;)[B|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.net.rsc.parsers.impl.Payload115Parser|hn(Ljava/lang/String;)Ljava/lang/String;|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.net.rsc.parsers.impl.Payload203Parser|parse(Lcom/openrsc/server/net/Packet;Lcom/openrsc/server/model/entity/player/Player;)Lcom/openrsc/server/net/rsc/struct/AbstractStruct;|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.plugins.authentic.commands.Development|saveWorldEdits(Lcom/openrsc/server/model/entity/player/Player;)V|occurrence=1
server|REC_CATCH_EXCEPTION|2|com.openrsc.server.plugins.handler.PluginHandler|invokePluginAction(Ljava/lang/Class;Lcom/openrsc/server/model/entity/player/Player;Ljava/lang/Object;[Ljava/lang/Object;Lcom/openrsc/server/model/action/WalkToAction;)V|occurrence=1
server|RV_RETURN_VALUE_IGNORED|1|com.openrsc.server.plugins.authentic.commands.Admins|playerTalk(Lcom/openrsc/server/model/entity/player/Player;Ljava/lang/String;[Ljava/lang/String;)V|occurrence=1
server|RV_RETURN_VALUE_IGNORED|1|com.openrsc.server.plugins.authentic.commands.Event|npcTalk(Lcom/openrsc/server/model/entity/player/Player;Ljava/lang/String;[Ljava/lang/String;)V|occurrence=1
server|RV_RETURN_VALUE_IGNORED|1|com.openrsc.server.plugins.authentic.skills.crafting.Crafting|batchGemCutting(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/container/Item;Lcom/openrsc/server/external/ItemGemDef;)V|occurrence=1
server|RpC_REPEATED_CONDITIONAL_TEST|2|com.openrsc.server.plugins.authentic.quests.members.ScorpionCatcher|blockUseNpc(Lcom/openrsc/server/model/entity/player/Player;Lcom/openrsc/server/model/entity/npc/Npc;Lcom/openrsc/server/model/container/Item;)Z|occurrence=1
server|SING_SINGLETON_GETTER_NOT_SYNCHRONIZED|2|com.openrsc.server.plugins.authentic.minigames.gnomeball.GnomeField|getInstance()Lcom/openrsc/server/plugins/authentic/minigames/gnomeball/GnomeField;|occurrence=1
server|STCAL_INVOKE_ON_STATIC_DATE_FORMAT_INSTANCE|1|com.openrsc.server.util.rsc.DataConversions|dateFormat(J)Ljava/lang/String;|occurrence=1
server|STCAL_INVOKE_ON_STATIC_DATE_FORMAT_INSTANCE|1|com.openrsc.server.util.rsc.DataConversions|timeFormat(J)Ljava/lang/String;|occurrence=1
server|UWF_UNWRITTEN_FIELD|2|com.openrsc.server.external.CerterDef|certs|occurrence=1
server|UWF_UNWRITTEN_FIELD|2|com.openrsc.server.external.CerterDef|type|occurrence=1
server|UWF_UNWRITTEN_FIELD|2|com.openrsc.server.net.DiscordService|gitLabApi|occurrence=1
server|VO_VOLATILE_INCREMENT|2|com.openrsc.server.event.rsc.GameTickEvent|lambda$doRun$0()V|occurrence=1
server|WA_NOT_IN_LOOP|2|com.openrsc.server.event.rsc.PluginTask|pause(I)V|occurrence=1
world-builder|REC_CATCH_EXCEPTION|2|com.openrsc.worldbuilder.WorldBuilderImporter|applyLocked(Lcom/openrsc/worldbuilder/WorldBuilderImporter$ImportPlan;Lcom/openrsc/worldbuilder/WorldBuilderProjectSource;)Lcom/openrsc/worldbuilder/WorldBuilderImporter$ImportResult;|occurrence=1
world-builder|REC_CATCH_EXCEPTION|2|com.openrsc.worldbuilder.WorldBuilderImporter|applyRollbackLocked(Lcom/openrsc/worldbuilder/WorldBuilderImporter$RollbackPlan;Lcom/openrsc/worldbuilder/WorldBuilderProjectSource;)Lcom/openrsc/worldbuilder/WorldBuilderImporter$RollbackResult;|occurrence=1
